"","X","id_offer","adress","type","price","currency","surface_grnd","surface_good","nb_room","nb_bathroom","lat","lng","colonia","municipio","estado","desc_good","detailedListings.i.","mode"
"3127",3127,65720983,"Benito Juarez Sur,  La Mora, Ecatepec de Morelos","Departamento",2685234,"MN",101,101,3,2,19.5972711,-99.0499185,"La Mora","Ecatepec de Morelos","Edo. de México","Pre-venta de departamentos en San Cristobal Centro (A 50 mts de Palacio Municipal) CONDOMINIO EHÉCATL Departamentos Tipo B Cuentan con Estancia, comedor, cocina equipada, 2 recamaras (la principal con baño y vestidor), 1 baño de visitas, Alcoba, patio de servicio, balcón, 1 estacionamiento con opción a colocar duplicador. El edificio cuenta con elevador, roof garden, sistema de aprovechamiento de aguas pluviales, gas natural, sistema de circuito cerrado, sistemas de Interphone, puerta con control de acceso, caseta de vigilancia y área de conectores de basura. Los precios van desde $2,591,981.35 a los $2,685,233.99 Consulta términos, condiciones, descuentos y la PROMOCIÓN de temporada.  *PRECIOS SUJETOS A CAMBIO SIN PREVIO AVISO* La entrega del desarrollo se proyecta al 30 de Diciembre del 2023.","https://www.inmuebles24.com/propiedades/departamento-en-venta-en-la-mora-ecatepec-de-morelos-65720983.html","Venta"
"3128",3128,64912124,"calle platon s/n,  Ecatepec 2000, Ecatepec de Morelos","Departamento",530000,"MN",56,56,2,1,NA,NA,"Ecatepec 2000","Ecatepec de Morelos","Edo. de México","Departamento en 2do nivel. Estancia, Sala-comedor Cocina Baño Dos recamaras Alcoba Patio de servicio Área de tendido en azotea 1 lugar de estacionamiento Mide 56 m2","https://www.inmuebles24.com/propiedades/departamento-en-venta-en-ecatepec-2000-64912124.html","Venta"
"3129",3129,64359952,"Bosques de San Javier,  Bosques de San Javier, Ecatepec de Morelos","Departamento",402000,"MN",73,73,2,1,19.6073649,-99.0492035,"Bosques de San Javier","Ecatepec de Morelos","Edo. de México","¡¡ ÚLTIMO DEPARTAMENTO !! ** NO CRÉDITOS ** En Fraccionamiento Cerrado con Vigilancia las 24 hrs. a media calle de Av. Revolución y a 5 minutos de la Texcoco-Lechería, Consta de 2 Recámaras, 1 Baño 1 lugar de Estacionamiento. ¡ÚNICO! ¡¡ Apártalo con un pago inicial de $ 250,000 !! Resto a la Cesión de Derechos ante Notario Publico. Garantizamos la entrega o la devolución integra de tu inversión.","https://www.inmuebles24.com/propiedades/remate-bancario-departamento-en-bosques-de-san-javier-64359952.html","Venta"
"3130",3130,64351563,"av, ignacio lopez rayon,  Las Américas, Ecatepec de Morelos","Casa en condominio",920000,"MN",120,70,2,1,NA,NA,"Las Américas","Ecatepec de Morelos","Edo. de México","Casa en fraccionamiento en remate bancario- Realizamos todo el proceso hasta la culminacion y entrega de su propiedad Los precios estan muy por debajo de su precio real NO CREDITOS SOLO PAGO DE CONTADO Será un placer poder ayudarle Olga Morales Ver datos","https://www.inmuebles24.com/propiedades/casa-en-remate-bancario-en-fraccionamiento-las-64351563.html","Venta"
"3131",3131,63632162,"sección2 lote 8 Edificio F Departamento 302 Jardines de los Baez, segunda sección, Ecatepec Estado d,  Ecatepec de Morelos, Edo. de México","Departamento",600000,"MN",65,65,3,1,19.6002896,-99.023728,"Excelente Departamento en Venta en Jardines de Los Báez, 2a Sección, Ecatepec de Morelos, Edo México","Ecatepec de Morelos","Edo. de México","Departamento en Venta, Incluye; estancia, comedor, cocina, 3 recamaras (2 con closet), baño completo, 1 lugar de estacionamiento, departamento en excelentes condiciones de conservación, documentación en orden, todo pagado, se acepta compra con crédito.","https://www.inmuebles24.com/propiedades/excelente-departamento-en-venta-en-jardines-de-los-63632162.html","Venta"
"3132",3132,61895750,",  Santa Cruz Venta de Carpio, Ecatepec de Morelos","Terreno / Lote",130000000,"MN",40000,NA,NA,NA,19.6182817,-99.0032236,"Santa Cruz Venta de Carpio","Ecatepec de Morelos","Edo. de México","Terreno de 4 hectareas  Uso de suelo: HM/100 CRU 100. EasyBroker ID: EB-ID8102","https://www.inmuebles24.com/propiedades/terreno-en-ecatepec-de-morelos-61895750.html","Venta"
"3133",3133,65352708,"SAN MARCOS SN E3 ,  Melchor Muzquiz, Ecatepec de Morelos","Departamento",307703,"MN",60,60,2,1,19.5121132285041,-99.0321886501711,"Melchor Muzquiz","Ecatepec de Morelos","Edo. de México","Precioso Departamento en unidad, a tan solo 5 min de la Av. Central, entre las estaciones del metro Muzquiz y Ecatepec, a tan solo 10 minutos de centro comercial plaza Aragón Recuperación bancaria. ¡¡No créditos solo recursos propios, Adquiere tu patrimonio o bien realiza una inversión con un alto rendimiento, Informes y citas sin costo alguno con Erwin Vieyra","https://www.inmuebles24.com/propiedades/precioso-departamento-a-tan-solo-5-min-de-la-av-65352708.html","Venta"
"3134",3134,65790347,"3ra cerrada de Isabel la Católica,  El Calvario, Ecatepec de Morelos","Bodega comercial",3630000,"MN",232,232,3,2,NA,NA,"El Calvario","Ecatepec de Morelos","Edo. de México","Excelente Oportunidad de Inversión!!! Aprovecha y adquiere esta hermosa y amplia BODEGA en una de las mejores zonas de la Delegación Ecatepec, MUY por debajo de su valor comercial ya que es parte de un REMATE BANCARIO, no se acepta NINGÚN TIPO DE CRÉDITO, Inicia este sencillo trámite con tan sólo: $330,000.00 y el resto a la firma de la cesión de derechos. Para mayores informes de esta y muchas otras propiedades en la CD.MX. Y Edo. Méx contactanos *Horario de Atención: 9:00 am — 8:00 pm Aprovecha y Llama YA!","https://www.inmuebles24.com/propiedades/remate-bodega-entrega-inmedita-de-isabel-la-catolica-65790347.html","Venta"
"3135",3135,64700642,"Av. Morelos 10 303 , Valle de Ecatepec Estado de México CTM XIII , 55119 Ecatepec de Morelos, México, México,  Valle de Ecatepec Estado de México CTM , Ecatepec de Morelos","Departamento",500000,"MN",49,49,2,1,19.5677093,-99.0214403,"Valle de Ecatepec Estado de México CTM ","Ecatepec de Morelos","Edo. de México","Ref: 1 5 0 5 7 4DEPARTAMENTO EN VENTA EN ECATEPEC DE MORELOSDepartamento con ubicación, cerca encontrarás la unidad deportiva vallede Ecatepec, se encuentra el Instituto Politécnico Nacional IPN N°3 UNITECEcatepec, SAT Ecatepec, hospitales de seguro social, hospitales privados,restaurantes, tiendas, farmacias , mercados, centros comerciales, papelerías,etcétera. Vías de acceso, circuito exterior mexiquense, Av R1, Vía Adolfo LópezMateos , Av. Carlos Hank Gonzales, Autopista urbana ciervo de la nación.El departamento cuenta con :2 recámaras con closet muy amplio1 Baño completo1 Cocina integral1 Sala1 Comedor1 Área de servicio1 Lugar de estacionamientoLlama ahora para una cita guiadaNEXIMOINMOBILIARIADIGITAL","https://www.inmuebles24.com/propiedades/departamento-en-venta-en-ecatepec-64700642.html","Venta"
"3136",3136,64124317,"Cto Colinas,  Colinas de Ecatepec, Ecatepec de Morelos","Departamento",800000,"MN",59,60,3,1,19.590726,-99.0551363,"Colinas de Ecatepec","Ecatepec de Morelos","Edo. de México","Características:
- Terreno: 59.7 m2
- Construcción: 60 m2
-  Sala/Comedor
- Cocina
- 1 Baño completo
- 1 Estacionamiento
- Vigilancia privada 24/7
- Área común 
*Documentación en regla*
*Se aceptan créditos Gubernamentales y/o Bancarios*","https://www.inmuebles24.com/propiedades/departamento-en-venta-colinas-de-ecatepec-estado-de-64124317.html","Venta"
"3137",3137,64832444,"El Farolito sin numero,  La Palma, Ecatepec de Morelos","Casa en condominio",1550000,"MN",97,124,3,1,19.5988673,-99.0558995,"La Palma","Ecatepec de Morelos","Edo. de México","Casa en venta en Tierra Blanca (San Cristobal Centro) La casa se encuentra en la unidad Habitacional la Palma II, con ampliación en construcción a 124m2 y un lugar de estacionamiento. En la planta baja la casa cuenta con sala-comedor, cocina amueblada, barra y espacio para antecomedor, medio baño, en el primer piso se encuentran 2 recamaras amplias con vestidor o posibilidad de crecer a 3 recamaras, 1 baño completo y closet de blancos, en segundo piso se encuentra un cuarto de servicio, cuarto de lavado y terraza. La Unidad cuenta con cámaras de vigilancia, caseta de control de acceso y áreas verdes, a una calle se encuentran escuelas como (CECyTEM y Centro Universitario UAEM), Parque Ecológico EHECATL, Escuela de BELLAS ARTES Ecatepec, Granja didáctica Bicentenario, Museo Jurásica.","https://www.inmuebles24.com/propiedades/casa-en-venta-en-san-cristobal-centro-ecatepec-de-64832444.html","Venta"
"3138",3138,62710228,"Violetas,  Jardines de Morelos , Ecatepec de Morelos","Terreno / Lote",7850000,"MN",1000,40,NA,NA,NA,NA,"Jardines de Morelos ","Ecatepec de Morelos","Edo. de México","TERRENO CABAÑA Y PENSIÓN JARDINES DE MORELOS, ECATEPEC, EDO. MÉX. Superficie de terreno 1,000 mts. Terraza de 390 mts. cuenta con Juegos infantiles: Casa del árbol, tirolesa, puente colgante y columpios. Cocineta Baño de caballeros: 2 inodoros, 3 mijitorios, lavamanos. Baño de damas: 3 inodoros, lavamanos y cambiador de bebé. Terreno 600 mts para estacionamiento enrejado y/o pensión para autos . cerca de: Avenida Central San Cristóbal centro Central de Abastos Ecatepec Los Héroes Tecámac","https://www.inmuebles24.com/propiedades/terreno-cabana-y-pension-jardines-de-morelos-ecatepec-62710228.html","Venta"
"3139",3139,58959430,"VALLE DE TARIN,  Valle de Aragón, Ecatepec de Morelos","Edificio",8824315,"MN",420,932,NA,NA,NA,NA,"Valle de Aragón","Ecatepec de Morelos","Edo. de México","COLEGIO CON AMPLIOS ESPACIOS, PATIO DE RECREO, SALONES ( DOCE  ), SALÓN DE MAESTROS, RECEPCIÓN, OFICINAS, BODEGA, SALÓN DE COMPUTO, SALÓN DE USOS MÚLTIPLES, SALÓN DE JUEGOS.  BAÑOS MÚLTIPLES,  IDEAL GUARDERÍAS, ESCUELA PRIMARIA,  SECUNDARIA, ESCUELAS DE COMPUTACIÓN, INGLES. ETC CERCANO AV, CENTRAL Y A METRO RIÓ DE LOS REMEDIOS. EasyBroker ID: EB-CZ2429","https://www.inmuebles24.com/propiedades/colegio-valle-de-aragon-3-secc-ecatepec-58959430.html","Venta"
"3140",3140,64203299,"Valle de Sonora 32,  Valle de Aragón, Ecatepec de Morelos","Departamento",830200,"MN",NA,NA,2,1,19.4980483,-99.0455316,"Valle de Aragón","Ecatepec de Morelos","Edo. de México","¡¡¡ EN LAS CRISIS SE GENERAN LAS GRANDES OPORTUNIDADES!!!.            Departamento en: Valle de Sonora 32, Valle de Aragon, Ecatepec, edificio con pocos departamentos, excelente ubicacion, a unos minutos del Bosque San Juan de Aragon, centros comerciales en los alrededoresSOLO DE CONTADO, no se aceptan créditos.• Somos la empresa líder en Remates Bancarios en México.• Contamos con convenios y contratos con los principales Bancos para vender sus inmuebles.• Tenemos la mejor opción para ti:• Inmuebles en proceso jurídico.• Inmuebles adjudicados.• Inmuebles que ya recuperamos, con posesión legal y física (entrega inmediata).Llámame:Ver datos. Fabian GómezTeléfono: Ver datos 46Tambien contesto whatsapp: Ver datos 46Toda la información y gráficos publicados en este material son de carácter informativo e ilustrativo, por lo que deberán ser convalidados directamente por Gutza Bienes Raíces, Intermediación Inmobiliaria Gutza S.A. de C.V. Se libera a Gutza Bienes Raíces, Intermediación Inmobiliaria Gutza S.A. de C.V., a sus empleados, directivos, accionistas, filiales y empresas de cualquier responsabilidad que pudiera generarse por la falta de convalidación de la información, renunciando a cualquier reclamación relacionada con lo anterior.","https://www.inmuebles24.com/propiedades/departamento-valle-de-aragon-fg-64203299.html","Venta"
"3141",3141,64526071,"JOSE MARIA MORELOS Y PAVON,  FOVISSSTE (José María Morelos y Pavón), Ecatepec de Morelos","Departamento",400000,"MN",80,80,3,1,NA,NA,"FOVISSSTE (José María Morelos y Pavón)","Ecatepec de Morelos","Edo. de México","3 recamaras dos con closet, sala, comedor y cocina con barra y tarja, zotehuela c/ tanque para agua, gas cilindro pero ya tiene para contratar el gas natural en la zona, SIN ESTACIONAMIENTO. Piso vinílico $400,000 VENTA DE CONTADO","https://www.inmuebles24.com/propiedades/depatamento-3-recamaras-64526071.html","Venta"
"3142",3142,64452730,"Departamento EN CL Recidencial SAN Isidro Edomex Remate Bancario,  Ecatepec de Morelos, Edo. de México","Departamento",358000,"MN",70,NA,2,1,19.6057728,-99.0365112,"Departamento en Cl Recidencial San Isidro Edomex Remate Bancario","Ecatepec de Morelos","Edo. de México","-REMATE BANCARIO- EXCELENTE OPORTUNIDAD         UNA OPORTUNIDAD DE INVERSIÓN PARA LA SEGURIDAD DE TU PATRIMONIO A UN PRECIO MUY POR DEBAJO DEL MERCADO CON ENTREGA GARANTIZADA DEPARTAMENTO MUY CERCA DE: ESCUELAS PUBLICAS Y PRIVADAS, PARQUES Y AREAS VERDES, BODEGA AURRERA Y TIENDAS DE ABARROTES.DEPARTAMENTO UBICADO EN: CALLE MANZANO DEPTO 102 COL. RECIDENCIAL SAN ISIDRO ECATEPEC DE MORELOS EDOMEX DESCRIPCIÓN -70  METROS CUADRADOS -AMPLIA SALA -COMEDOR -COCINA INTEGRAL CON ECXELENTES ACABADOS -AREA DE LAVADO -BAÑO COMPLETO -DOS RECAMARAS CON CLOSET  -CAJON DE ESTACIONAMIENTO Y PARA VISITAS ---AMENIDADES--- -SEGURIDAD LAS 24 HRS --MANTENIMIENTO GARANTIZADO - TE ASESORO Y NOS ENCARGAMOS DE HACER TODO EL TRAMITE DE MANERA SEGURA Y EFICAZ. -NUESTRO TRABAJO TERMINA CUANDO TE ENTREGAMOS FÍSICAMENTE TU PROPIEDAD -CONTAMOS CON CONVENIOS Y CONTRATOS CON LOS PRINCIPALES BANCOS PARA VENDER LOS INMUEBLES. -REMATE BANCARIO- Somos una empresa con mas de 10 años de experiencia ten la confianza de que tu inversión está segura, contamos con dos sucursales establecidas, contáctanos y con gusto atenderemos todas tus dudas **RECUERDA** En oportunidades de REMATE BANCARIO el pago es únicamente con RECURSOS PROPIOS (NINGUN TIPO DE CREDITO) *Contamos con convenios y contratos con los principales Bancos para vender sus inmuebles. *Tenemos la mejor opción para ti: +Inmuebles en proceso jurídico +Inmuebles adjudicados. +Inmuebles que ya recuperamos, con posesión legal y física (entrega inmediata). *Contrato a 6 meses. CONTACTAME Y CON GUSTO RESUELVO TUS DUDAS LIC. DAVID NUÑEZ  CEL Y WHATSAPP: Ver datos ID- ZEVer datosToda la información y gráficos publicados en este material son de carácter informativo e ilustrativo, por lo que deberán ser convalidados directamente por Gutza Bienes Raíces, Intermediación Inmobiliaria Gutza S.A. de C.V. Se libera a Gutza Bienes Raíces, Intermediación Inmobiliaria Gutza S.A. de C.V., a sus empleados, directivos, accionistas, filiales y empresas de cualquier responsabilidad que pudiera generarse por la falta de convalidación de la información, renunciando a cualquier reclamación relacionada con lo anterior.","https://www.inmuebles24.com/propiedades/departamento-en-cl-recidencial-san-isidro-edomex-64452730.html","Venta"
"3143",3143,63726555,"FRANCISCO I MADERO LOTE III,  Francisco Villa, Ecatepec de Morelos","Departamento",595000,"MN",48,48,2,1,19.5846632,-99.0443024,"Francisco Villa","Ecatepec de Morelos","Edo. de México","-Superficie de construcción: 48 m2
-Ubicado en 5to nivel
-Sala
-Comedor
-Cocina integral
-Patio servicio
-2 Recámaras una de ellas c/closet
-1 Cajón estacionamiento
-Estacionamiento para visitas
Una buena opción para ejercer tu crédito; ubicado a 5 minutos de la autopista México-Pachuca y de Plaza Ecatepec. 
La zona te ofrece servicios como escuelas, áreas de recreación, diversos comercios, plazas y vías principales de comunicación.","https://www.inmuebles24.com/propiedades/departamento-en-venta-col.-francisco-villa-ecatepec-63726555.html","Venta"
"3144",3144,63709999,"2A Cerrada Lopez Portillo,  Industrias Ecatepec, Ecatepec de Morelos","Terreno / Lote",2600000,"MN",437,NA,NA,NA,19.6152562,-99.0623682,"Industrias Ecatepec","Ecatepec de Morelos","Edo. de México","Terreno de forma regular, 437m2 cuenta con 6 departamentos en planta baja y preparación para un segundo nivel. Se vende a precio de terreno, todo en orden para la venta. En la zona se encuentra la Casa Hogar Ecatepense, Soriana Mercado la Joya, Hospital General, Deportivo Emiliano Zapata y la estación del Mexibus DIF.  En Coldwellbanker le asesoramos desde la obtención de su crédito hipotecario y durante todo el proceso de su compra.","https://www.inmuebles24.com/propiedades/terreno-ecatepec-63709999.html","Venta"
"3145",3145,65563463,"Km. 39 Caseta T2, Cto Exterior Mexiquense, San Cristóbal, Méx.,  San Cristóbal, Ecatepec de Morelos","Terreno / Lote",40250001,"MN",11500,NA,NA,NA,19.693843932066,-99.0803042528564,"San Cristóbal","Ecatepec de Morelos","Edo. de México","¡VIVE LAS MEJORES HISTORIAS CON TU FAMILIA CONSTRUYENDO EN ESTE TERRENO! NO TE PIERDAS DE ESTA EXCELENTE OPORTUNIDAD DE CONSTRUIR TU CASA DE DESCANSO EN: -UBICACIÓN: A UN COSTADO DEL CIRCUITO MEXIQUENSE -MUNICIPIO: ESTADO DE MEXICO -TERRENO: 11,500 M2 -PRECIO: $3,500 X M2 (TRES MIL QUINIENTOS PESOS M.N 00/100 POR METRO CUADRADO) -CARACTERISTICA: • ESCRITURAS PUBLICAS • CONEXIÓN A LOS SERVICIOS • USO DE SUELO INDUSTRIAL -CONTACTO: 7Ver datos & 7Ver datos","https://www.inmuebles24.com/propiedades/en-venta-terreno-sobre-circuito-interior-mexiquense-65563463.html","Venta"
"3146",3146,61329899,"CONDOMINIO MOSHICA CASA ,  Las Américas, Ecatepec de Morelos","Casa en condominio",4000000,"MN",179,128,3,2,NA,NA,"Las Américas","Ecatepec de Morelos","Edo. de México","MARAVILLOSA EN CONDOMINIO ,SALA COMEDOR, 3 RECAMARAS, CON CLOSETS ,(), 2 Y MEDIO BAÑOS CON CANCELERIA DE CRISTAL TEMPLADO, 2 LUGARES DE ESTACIONAMIENTO, VIGILANCIA LAS 24 HORAS, FRENTE A PLAZA COMERCIAL LAS AMERICAS, UN LUGAR PRIVILEGIADO A UNOS MINUTOS DEL MEXIBUS, CUENTA CON UN TERRENO EXCEDENTE DE 89 METROS, CUARTO DE SERVICIO CON BAÑO","https://www.inmuebles24.com/propiedades/espectacular-casa-en-americas-3-con-terreno-61329899.html","Venta"
"3147",3147,65822443,"VALLE PERDIDO,  Valle de Aragón, Ecatepec de Morelos","Edificio",4314000,"MN",150,450,NA,NA,NA,NA,"Valle de Aragón","Ecatepec de Morelos","Edo. de México","EDIFICIO DE 3 NIVELES CON DOS ACCESORIAS COMERCIALES EN PB Y DOS NIVELES MAS ES UNA RECUPERACION HIPOTECARIA ESTA SOBRE AV. VALLE PERDIDO A 2 MINUTOS DE AV HANK GONZALEZ Y A 10 MINUTOS DE LA CDMX SU COMPRA ES CON REURSOS PROPIOS EN DOS EXHIBICIONES LA PRIMERA A LA FIRMA DE CONTRATO LA SEGUNDA A LA FIRMA DE LA CESION DE DERECHOS ANTE NOTARIO PUBLICO","https://www.inmuebles24.com/propiedades/edificio-en-valle-de-aragon-3ra-secc-recuperacion-65822443.html","Venta"
"3148",3148,65775231,"Avenida universidad Hispanoamericana,  Guadalupe Victoria, Ecatepec de Morelos","Bodega comercial",33290000,"MN",5548,800,NA,NA,NA,NA,"Guadalupe Victoria","Ecatepec de Morelos","Edo. de México","Bodega Industrial Capulin 1Excelente ubicación, y layoutSalida directa a Av. López PortilloVenta: $ 33,290,000 Renta: $        305,5005,548 Terreno4,200 M2 Bodega techada 7 metros altura   800 Construcción94 M Frente58 M FondoCuenta conEdificio en 2 niveles para oficinasUso de suelo industrialSub-estación eléctricaÁrea de almacénEstacionamientoBaños múltiple con regaderas Papeles en reglaSe aceptan créditos. EasyBroker ID: EB-MD7562","https://www.inmuebles24.com/propiedades/bodega-industrial-en-venta-o-renta-5-548-m-sup2-65775231.html","Venta"
"3149",3149,61928225,"NAVE B ,  Santa Cruz Venta de Carpio, Ecatepec de Morelos","Bodega comercial",12000000,"MN",NA,240,NA,NA,NA,NA,"Santa Cruz Venta de Carpio","Ecatepec de Morelos","Edo. de México","Buenísima bodega, con área para local comercial Excelente ubicación interna dentro de la central de abastos de Ecatepec 240 mts2 de construcción, muy bien distribuidos en 3 pisos y en un terreno de 120 mts2 Se ubica en esquina con acceso a rampa en escalera y rampa de carga y descarga La central de abastos cuenta con 500 cajones de estacionamiento en edificio , y zona de bancos en donde se encuentran sucursales de Santander y Banorte Abierto las 24 horas de lunes a lunes!!","https://www.inmuebles24.com/propiedades/venta-bodega-central-de-abastos-ecatepec-61928225.html","Venta"
"3150",3150,64099790,"AV MANZANOS MODULO 6 SAN ISIDRO ATLAUTENCO ,  San Isidro Atlautenco, Ecatepec de Morelos","Departamento",328172,"MN",45,45,3,1,19.6099859,-98.9855912,"San Isidro Atlautenco","Ecatepec de Morelos","Edo. de México","¡¡¡QUE NO TE GANEN EXCELENTE OPORTUNIDAD!!! BONITA PROPIEDAD EN VENTA, EXCELENTE UBICACIÓN!!! SIN CREDITOS, PAGO EN DOS CESIONES. FIRMA DE CESION DE DERECHOS ANTE NOTARIO PUBLICO SEGUNDO PAGO AL MOMENTO DE FIRMAR LA CESION DE DERECHOS!!! INVERSIÓN GARANTIZADA ASESORÍA GRATUITA EN NUESTRO CORPORATIVO. AGENDA TU CITA LO ANTES POSIBLE AL Ver datos 24 OSCAR HERNANDEZ ASESOR INMOBILIARIO TAMBIÉN CONTESTO WHATS.","https://www.inmuebles24.com/propiedades/increible-depto-en-av-manzanos-modulo-6-ecatepec-64099790.html","Venta"
"3151",3151,63582176,"AV.de Las Palmas 26,  Villas de Ecatepec, Ecatepec de Morelos","Terreno / Lote",95000000,"MN",21453,NA,NA,NA,19.5767797,-99.1289508,"Villas de Ecatepec","Ecatepec de Morelos","Edo. de México","Excelente opción para desarrolladores y constructoras en la zona de Ecatepec. Terreno plano de uso mixto de 21,453m2; Lote con 2 frentes, el primero frente a Av. de las Palomas al Noreste y el segundo por la calle prolongación Mirlo. Con acceso al noreste a la autopista México - Pachuca. Se ubica enfrente de Bodega Aurrera y dentro de un radio de 3 km se encuentran plazas publicas, parques, escuelas, iglesias, comercios, gasolineras, hoteles y oficinas de gobierno.Sarai Serrano  Ver datos 84","https://www.inmuebles24.com/propiedades/terreno-en-venta-en-ecatepec-63582176.html","Venta"
"3152",3152,65763313,"San Marcos, Melchor Musquiz, Ecatepec, Edo. Mex.,  Melchor Muzquiz, Ecatepec de Morelos","Departamento",383141,"MN",60,NA,2,1,19.5071894,-99.0322732,"Melchor Muzquiz","Ecatepec de Morelos","Edo. de México","Toda la información y gráficos publicados en este material son de carácter informativo e ilustrativo, por lo que deberán ser convalidados directamente por Gutza Bienes Raíces, Intermediación Inmobiliaria Gutza S.A. de C.V. Se libera a Gutza Bienes Raíces, Intermediación Inmobiliaria Gutza S.A. de C.V., a sus empleados, directivos, accionistas, filiales y empresas de cualquier responsabilidad que pudiera generarse por la falta de convalidación de la información, renunciando a cualquier reclamación relacionada con lo anterior.","https://www.inmuebles24.com/propiedades/se-vende-departamento-melchor-muzquiz-ecatepec-65763313.html","Venta"
"3153",3153,61205162,"Francisco Sarabia,  San Cristóbal Centro, Ecatepec de Morelos","Terreno / Lote",4100000,"MN",437,NA,NA,NA,19.5963644,-99.0437481,"San Cristóbal Centro","Ecatepec de Morelos","Edo. de México","Venta de Terreno con USO DE SUELO MIXTO en San Cristobal Centro, Ecatepec, Edo. Mex. EN ESQUINA con av. Insurgentes a 5 min de la caseta Mexico- Pachuca..Con 437m de terreno y una construcción de 186m. Construye un edificio, bodega, locales, etc. Excelente opción. ¡Llama!","https://www.inmuebles24.com/propiedades/ecatepec-de-morelos-61205162.html","Venta"
"3154",3154,65878090,"Ciudad Victoria,  Jardines de Morelos , Ecatepec de Morelos","Terreno / Lote",900000,"MN",120,NA,NA,NA,19.5965953,-99.0255659,"Jardines de Morelos ","Ecatepec de Morelos","Edo. de México","Comienza a crear patrimonio. Explota este espacio. El límite es tu imaginación.Crea la casa de tus sueñosO realiza el negocio que has soñado.Excelente terreno en zona habitacional.Terreno con forma regular.Con 200 metros 8 de frente por 15 de fondoEn una zona completamente habitacionalCon todos los servicios.Los documentos se encuentran en orden por lo que se aceptan créditos. EasyBroker ID: EB-LD3406","https://www.inmuebles24.com/propiedades/terreno-en-jardines-de-morelos-65878090.html","Venta"
"3155",3155,63823379,"Condominio Colombia   ISS,  Las Américas, Ecatepec de Morelos","Casa en condominio",598001,"MN",90,90,2,1,19.5871825,-99.0157626,"Las Américas","Ecatepec de Morelos","Edo. de México","Hermosa Casa en Condominio en Ecatepec de Morelos, en la colonia Fraccionamiento Las Américas, Edo. de México, 90 m2, 2 habitaciones, 1 baño, 1 cajón de estacionamiento, sala, comedor, cocina, área de lavado ¿Estás buscando propiedad con una Excelente Oportunidad de Inversión? Tenemos las mejores opciones de la zona, para adquirir una Propiedad muy por Debajo de su Valor Real Contáctame será un placer atenderte Israel Salgado Teléfono / WhatsApp: 55 Ver datos Correo: Ver datos Esta propiedad cuenta con [90 ] m2 habitables [90 ] m2 de construcción [2 ] Recamaras [1 ] Baños [1 ] estacionamiento Ubicación ideal para optimizar tiempos de traslado, pues tenemos, centros comerciales, escuelas, parques, bancos, hospitales a menos de 10 minutos Te apoyamos y acompañamos durante todo el proceso, nuestro compromiso es REVISAR Y GARANTIZAR LA OPERACIÓN. ASESORIA GRATUITA Llámame, será un placer atenderte y despejar todas tus dudas respecto a este tipo de operaciones: Israel Salgado Teléfono / WhatsApp: 55 Ver datos Correo: Ver datos ¿Te interesa agendar una cita? Puede ser virtual o presencial ¡¡¡¡Tú eliges!!!!","https://www.inmuebles24.com/propiedades/casa-en-ecatepec-de-morelos-en-el-fraccionamiento-las-63823379.html","Venta"
"3156",3156,65775225,"Avenida universidad Hispanoamericana,  Guadalupe Victoria, Ecatepec de Morelos","Bodega comercial",27265000,"MN",4544,210,NA,NA,NA,NA,"Guadalupe Victoria","Ecatepec de Morelos","Edo. de México","Bodega industrial Capulin 2Uso de suelo industrialExcelente ubicación, Salida directa a Av. López PortilloVenta: $ 27,265,000Renta: $       250,0004,544 Terreno3,010 M2 Bodega techada 7 metros altura    210 Construcción45 m frente115 m fondoCuenta con:Edificio en 2 niveles para oficinasUso de suelo industrialSubestación electricaEntrada de carga y descarga para trailerBaños múltiple con regaderas Papeles en reglaSe aceptan créditos. EasyBroker ID: EB-MD7559","https://www.inmuebles24.com/propiedades/bodega-industrial-en-venta-o-renta-4-500-m-sup2-65775225.html","Venta"
"3157",3157,65499092,"Llano De Los Baez, Ecatepec De Morelos ,  Ecatepec Centro, Ecatepec de Morelos","Departamento",546002,"MN",92,92,2,1,19.6126719,-99.012202,"Ecatepec Centro","Ecatepec de Morelos","Edo. de México","Departamento con gran potencial de uso, excelente ubicación, distribución y áreas de calidad. Zona con excelente plusvalía, trasporte, centros comerciales. Es tu oportunidad de adquirir un bien inmueble a bajo costo, invierte en bienes raíces y pon tu dinero a trabajar, genera un alto rendimiento hasta 3 veces mayor a tu inversión, 100% seguro. Nosotros te proporcionamos la asesoría legal continua y eficiente durante todo el proceso, te mostramos la documentación del inmueble y nos adaptamos a tus necesidades. El pago debe ser con recursos propios, no se aceptan créditos hipotecarios. Tener un patrimonio asegurado te da estabilidad económica, independencia financiera y certeza en el futuro Contrato a 8 meses y la entrega se realiza entre el 4 y 6 mes. Informes: Lic. Areli Cuellar","https://www.inmuebles24.com/propiedades/vendo-departamento-listo-para-adjudicar-en-ecatepec-de-65499092.html","Venta"
